Timestamp,GSR,PPG,BPM
2024-09-13 17:09:20,17,159,145
2024-09-13 17:09:20,17,165,145
2024-09-13 17:09:20,18,150,145
2024-09-13 17:09:20,17,148,145
2024-09-13 17:09:20,17,152,145
2024-09-13 17:09:20,17,157,145
2024-09-13 17:09:20,17,143,145
2024-09-13 17:09:20,18,141,145
2024-09-13 17:09:20,17,144,145
2024-09-13 17:09:20,18,139,145
2024-09-13 17:09:20,17,141,145
2024-09-13 17:09:20,17,141,145
2024-09-13 17:09:20,18,159,145
2024-09-13 17:09:20,18,167,145
2024-09-13 17:09:20,18,168,145
2024-09-13 17:09:20,17,151,145
2024-09-13 17:09:20,17,167,145
2024-09-13 17:09:20,17,176,145
2024-09-13 17:09:20,17,177,145
2024-09-13 17:09:20,17,156,145
2024-09-13 17:09:20,18,145,145
2024-09-13 17:09:20,17,141,145
2024-09-13 17:09:20,17,141,145
2024-09-13 17:09:20,18,141,145
2024-09-13 17:09:20,17,141,145
2024-09-13 17:09:20,17,155,145
2024-09-13 17:09:20,17,160,145
2024-09-13 17:09:20,17,160,145
2024-09-13 17:09:20,17,160,145
2024-09-13 17:09:20,18,199,145
2024-09-13 17:09:20,17,225,145
2024-09-13 17:09:20,17,237,145
2024-09-13 17:09:20,17,237,145
2024-09-13 17:09:20,17,237,145
2024-09-13 17:09:20,17,195,145
2024-09-13 17:09:20,17,182,145
2024-09-13 17:09:20,17,180,145
2024-09-13 17:09:20,17,180,145
2024-09-13 17:09:20,17,168,145
2024-09-13 17:09:20,17,166,145
2024-09-13 17:09:20,17,138,145
2024-09-13 17:09:20,17,129,145
2024-09-13 17:09:20,17,125,145
2024-09-13 17:09:20,17,125,145
2024-09-13 17:09:20,17,140,145
2024-09-13 17:09:20,17,148,145
2024-09-13 17:09:20,17,129,145
2024-09-13 17:09:20,17,122,145
2024-09-13 17:09:20,17,123,145
2024-09-13 17:09:20,17,124,145
2024-09-13 17:09:20,17,145,145
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,18,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,18,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,16,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,16,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,18,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,18,,
2024-09-13 17:09:20,18,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,18,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,18,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,18,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,18,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,18,,
2024-09-13 17:09:20,18,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,18,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,18,,
2024-09-13 17:09:20,18,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,18,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,18,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,18,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,18,,
2024-09-13 17:09:20,18,,
2024-09-13 17:09:20,18,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,18,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,18,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,18,,
2024-09-13 17:09:20,18,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,18,,
2024-09-13 17:09:20,18,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,18,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,18,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,18,,
2024-09-13 17:09:20,18,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,18,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,18,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,18,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,18,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,18,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,18,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,18,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,18,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,18,,
2024-09-13 17:09:20,18,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,18,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,18,,
2024-09-13 17:09:20,18,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,18,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,18,,
2024-09-13 17:09:20,18,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,18,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,18,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,18,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,18,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,18,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,18,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,18,,
2024-09-13 17:09:20,18,,
2024-09-13 17:09:20,18,,
2024-09-13 17:09:20,18,,
2024-09-13 17:09:20,18,,
2024-09-13 17:09:20,18,,
2024-09-13 17:09:20,18,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,18,,
2024-09-13 17:09:20,18,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,18,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,18,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,18,,
2024-09-13 17:09:20,18,,
2024-09-13 17:09:20,18,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,18,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,18,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,18,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,18,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,18,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,18,,
2024-09-13 17:09:20,18,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,18,,
2024-09-13 17:09:20,18,,
2024-09-13 17:09:20,18,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,18,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,18,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,18,,
2024-09-13 17:09:20,18,,
2024-09-13 17:09:20,18,,
2024-09-13 17:09:20,18,,
2024-09-13 17:09:20,18,,
2024-09-13 17:09:20,18,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,18,,
2024-09-13 17:09:20,18,,
2024-09-13 17:09:20,18,,
2024-09-13 17:09:20,18,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,18,,
2024-09-13 17:09:20,18,,
2024-09-13 17:09:20,18,,
2024-09-13 17:09:20,18,,
2024-09-13 17:09:20,17,,
2024-09-13 17:09:20,18,,
2024-09-13 17:09:20,18,,
2024-09-13 17:09:20,18,,
2024-09-13 17:09:20,18,,
2024-09-13 17:09:20,18,,
2024-09-13 17:09:20,18,,
